Company Number,Company Name,Company Status,Officer Name,Officer Role,Occupation,Appointed On,Nationality,Country of Residence
11854964,REDBEARD EFFECTS LTD,active,"FRY, Michael John",director,Company Director,01/03/2019,British,England
11854964,REDBEARD EFFECTS LTD,active,"THORPE, Adrian Karl",director,Company Director,01/03/2019,British,United Kingdom
4641151,REDDINGWOOD ELECTRONICS LIMITED,active,"DAY, Christopher Michael Harry",director,Director,20/01/2003,British,England
15509332,REFLEX CAMERAS LIMITED,active,"CULLEN, Eleanor Freyja Grace",director,Director,21/02/2024,British,England
15509332,REFLEX CAMERAS LIMITED,active,"DAVIS, Samuel Peter",director,Director,21/02/2024,British,England
SC565133,REID DYNAMICS LIMITED,active,"REID, Ewan",director,Electrical Tech,05/05/2017,British,Scotland
12136495,REIKI AUDIO LTD,active,"BELL, Nigel Christopher",director,Designer And Director,02/08/2019,British,United Kingdom
12136495,REIKI AUDIO LTD,active,"CARTWRIGHT, Max",director,Designer,16/02/2023,British,England
14061079,REMUSABLE LIMITED,active,"LIU, Elliott",director,Managing Director,21/04/2022,British,England
12715156,RENEGADE SOUNDPLAY LTD,active,"MOLNAR, David Harris",director,Director,02/07/2020,American,United Kingdom
9745704,RETRO GAMES LTD,active,"ANDREWS, Paul",director,Company Director,03/05/2017,British,England
9745704,RETRO GAMES LTD,active,"GOUGE, Paul Kenneth",director,Company Director,09/01/2018,British,England
9745704,RETRO GAMES LTD,active,"MELBOURNE, Darren Arthur Sydney",director,Director,15/03/2016,British,England
9745704,RETRO GAMES LTD,active,"SMITH, Christopher David",director,Company Director,21/06/2017,British,United Kingdom
10161183,RETRO HQ LTD,active,"BOULTON, James Edward",director,Software Developer,04/05/2016,British,United Kingdom
15265505,RETRO SOLUTIONS LTD,active,"HOLMES, Robert",director,Developer,07/11/2023,British,United Kingdom
14150804,RETRO TRENDS LTD,active,"KANE, Brian",director,Director,06/06/2022,British,United Kingdom
12280789,RETRONICS LTD,active,"WINTERS, Andrew James",director,Marketing Director,24/10/2019,British,England
10739235,REVELATION AUDIO UK LTD,active,"TAYLOR, Gordon Ronald",secretary,N/A,25/04/2017,N/A,N/A
10739235,REVELATION AUDIO UK LTD,active,"TAYLOR, Gordon Ronald",director,Director,25/04/2017,New Zealander,United Kingdom
11571510,RFID SOLUTIONS LTD,active,"BAK, Robert Ireneusz, Mr.",director,Director,17/09/2018,Polish,England
12889025,RH DESIGN SOLUTIONS LTD,active,"HEYSE, Ruben",director,Director,18/09/2020,Belgian,United Kingdom
12809908,RITHUM LTD,active,"OVENS, Ryan Andrew",director,Director,13/08/2020,British,England
SC700783,RJK ELECTRONICS LTD,active,"CLARK, Jon",director,Director,07/06/2021,Scottish,Scotland
11674852,ROBERTSHAW CZ LIMITED,active,"RACHELSON, Aaron David",secretary,N/A,13/11/2018,N/A,N/A
11674852,ROBERTSHAW CZ LIMITED,active,"DAVIS, Christopher",director,Solicitor,13/11/2018,British,United Kingdom
11674852,ROBERTSHAW CZ LIMITED,active,"RACHELSON, Aaron David",director,Attorney,13/11/2018,American,United States
11675456,ROBERTSHAW SK LIMITED,active,"RACHELSON, Aaron David",secretary,N/A,13/11/2018,N/A,N/A
11675456,ROBERTSHAW SK LIMITED,active,"DAVIS, Christopher",director,Solicitor,13/11/2018,British,United Kingdom
11675456,ROBERTSHAW SK LIMITED,active,"RACHELSON, Aaron David",director,Attorney,13/11/2018,American,United States
13679351,ROBOSTACKS LTD,active,"IDINYANG, Solomon, Dr",secretary,N/A,14/10/2021,N/A,N/A
13679351,ROBOSTACKS LTD,active,"IDINYANG, Solomon, Dr",director,Engineer,14/10/2021,Nigerian,United Kingdom
SC524016,ROBOTICAL LTD.,active,"DOBSON, Rob William Albert",director,Director,14/12/2017,British,United Kingdom
SC524016,ROBOTICAL LTD.,active,"ENOCH, Alexander Michael, Dr",director,Company Director,12/01/2016,British,Scotland
14372770,ROBSON ROBOTICS LTD,active,"ROBSON, Mark",secretary,N/A,23/09/2022,N/A,N/A
14372770,ROBSON ROBOTICS LTD,active,"ROBSON, Mark",director,Software Engineer,23/09/2022,British,United Kingdom
4763811,ROCKS OFF LIMITED,active,"ELLIOTT, Sandra Amalia Mary",secretary,Director,14/05/2003,British,N/A
4763811,ROCKS OFF LIMITED,active,"ELLIOTT, Gary Charles",director,Director,14/05/2003,British,United Kingdom
4763811,ROCKS OFF LIMITED,active,"ELLIOTT, Sandra Amalia Mary",director,Director,14/05/2003,British,United Kingdom
4763811,ROCKS OFF LIMITED,active,"MARSHALL, Ian Peter",director,Director,14/05/2003,British,United Kingdom
5347640,ROTHSCHILD TECHNOLOGY LIMITED,active,"ROTHSCHILD, Helene",secretary,N/A,06/04/2024,N/A,N/A
5347640,ROTHSCHILD TECHNOLOGY LIMITED,active,"ROTHSCHILD, Michael Benn",director,Director,05/06/2013,British,United Kingdom
12518077,ROXIVA INNOVATIONS LTD,active,"SIMPSON, Samantha Lee",secretary,N/A,26/06/2023,N/A,N/A
12518077,ROXIVA INNOVATIONS LTD,active,"SIMPSON, Jimi",director,Director,16/03/2020,British,United Kingdom
12518077,ROXIVA INNOVATIONS LTD,active,"SIMPSON, Samantha Lee",director,Finance Director,26/06/2023,British,England
13799091,RU MEDICAL LTD,active,"DINTAKURTI, Nitya",secretary,N/A,14/12/2021,N/A,N/A
13799091,RU MEDICAL LTD,active,"DINTAKURTI, Nitya",director,Entrepreneur,14/12/2021,Indian,India
13799091,RU MEDICAL LTD,active,"KAUL, Gopal Krishna",director,Business Executive,11/10/2024,American,United States
13799091,RU MEDICAL LTD,active,"TEEGALA, Balaji",director,Product Development,20/02/2023,Indian,India
6618002,RUSSELL K LIMITED,active,"KAUFFMAN, Russell Philip",director,Director,12/06/2008,British,England
13201402,RV ELECTRONICS LTD,active,"DONOVAN, Thomas Andrew",director,Company Director,15/02/2021,British,England
2972455,RYCOTE MICROPHONE WINDSHIELDS LIMITED,active,"BOLTON, Jonathan Mark",secretary,N/A,17/09/2018,N/A,N/A
2972455,RYCOTE MICROPHONE WINDSHIELDS LIMITED,active,"BOLTON, Jonathan Mark",director,Company Director,17/09/2018,British,United Kingdom
2972455,RYCOTE MICROPHONE WINDSHIELDS LIMITED,active,"CASTLE, Ian James",director,Accountant,30/10/2024,British,England
425429,S.M.E.LIMITED,active,"SHIRKE, Ajay Baburao",secretary,N/A,15/08/2016,N/A,N/A
425429,S.M.E.LIMITED,active,"SHIRKE, Ajay Baburao",director,Business,15/08/2016,British,England
12419042,SAB POWER LIMITED,active,"BALL, Stephen John Sinclair",director,Director,22/01/2020,British,England
12419042,SAB POWER LIMITED,active,"SMITH, Steven Paul",director,Director,22/01/2020,British,United Kingdom
12454892,SABLON AUDIO LIMITED,active,"COLES, Mark",director,Consultant,11/02/2020,British,United Kingdom
15052461,SAFE CARD LIMITED,active,"DEIGHTON, Thomas Malcolm",director,Director,07/08/2023,British,England
15052461,SAFE CARD LIMITED,active,"PRIGMORE, John",director,Director,07/08/2023,British,England
11152147,SAFEHOUSE TECHNOLOGY LTD,active,"GRIFFITHS, John William James",director,It Consultant,01/08/2018,British,Wales
11152147,SAFEHOUSE TECHNOLOGY LTD,active,"PHILLIPS, Lionel",director,Managing Director,16/01/2018,British,Wales
9025303,SAM NAZARKO TRADING LTD,active,"NAZARKO, Sam Gregory",director,Company Director,06/05/2014,British,United Kingdom
13600022,SAMPHIRE NEUROSCIENCE LTD,active,"COOK, Alexander Anthony",director,Director,02/09/2021,"British,Australian",England
13600022,SAMPHIRE NEUROSCIENCE LTD,active,"RADYTĖ, Emilė",director,Director,02/09/2021,Lithuanian,England
7213392,SAMSOFT SOLUTIONS LTD,active,"HASSANYEH, Anna Louise Munro",director,Business Continuity Manager,12/01/2016,British,England
7213392,SAMSOFT SOLUTIONS LTD,active,"HASSANYEH, Houssam",director,Software Development & It,06/04/2010,British,England
3086621,SAMSUNG ELECTRONICS (UK) LIMITED,active,"JUNG, Joonil",secretary,N/A,13/01/2025,N/A,N/A
3086621,SAMSUNG ELECTRONICS (UK) LIMITED,active,"HAHM, Sun Gyu Eric",director,Director,08/01/2025,South Korean,South Korea
3086621,SAMSUNG ELECTRONICS (UK) LIMITED,active,"JUNG, Joonil",director,Director,13/01/2025,South Korean,United Kingdom
3086621,SAMSUNG ELECTRONICS (UK) LIMITED,active,"KO, Jaeyoon",director,Director,20/12/2024,South Korean,England
3086621,SAMSUNG ELECTRONICS (UK) LIMITED,active,"YOON, Chol Woong",director,Director,20/12/2024,South Korean,England
10943875,SANDBENDER TECHNOLOGY LIMITED,active,"JACKSON, Michelle",director,Company Director,04/09/2017,British,United Kingdom
10943875,SANDBENDER TECHNOLOGY LIMITED,active,"JACKSON, Stephen Winsbury",director,Company Director,04/09/2017,British,United Kingdom
14098009,SATURN MARINE LTD,active,"BARNWELL, Peter",director,Company Director,10/05/2022,British,United Kingdom
14838804,SAVE-ELECTRICITY LTD,active,"PALLAS, Dave",secretary,N/A,02/05/2023,N/A,N/A
14838804,SAVE-ELECTRICITY LTD,active,"PALLAS, Dave",director,Consultant,02/05/2023,British,United Kingdom
14105696,SAVVYVAN LTD,active,"CAIGER, Gregory James",director,Regional Bank Director,27/02/2025,British,England
14105696,SAVVYVAN LTD,active,"KNIGHT, Simon Paul",director,Company Director,13/05/2022,British,England
14789496,SCBOT TECHNOLOGY LIMITED,active,"LIN, Tianyun",director,Company Director,10/04/2023,Chinese,China
11204889,SCC AUDIO LIMITED,active,"WANG, Rong",director,Financial Controller,14/02/2018,British,England
14360406,SCOREBOARDS.CO.UK LTD,active,"ASHWORTH, Andrew David Sean",director,Managing Director,16/09/2022,British,United Kingdom
2875095,SCOTT MIHAJLOVIC ASSOCIATES LIMITED,active,"MIHAJLOVIC, Dusan, Mr.",secretary,N/A,25/04/2003,British,N/A
2875095,SCOTT MIHAJLOVIC ASSOCIATES LIMITED,active,"SCOTT, Elizabeth Mary",director,Director,25/11/1993,British,England
15351364,SCULPT10 LABS LTD,active,"BROTHERHOOD, James",director,Consultant,01/01/2024,British,England
15351364,SCULPT10 LABS LTD,active,"JALLAD, Ramsey Arfan",director,Consultant,14/12/2023,British,England
15351364,SCULPT10 LABS LTD,active,"MAHMUD, Amon",director,Consultant,14/12/2023,British,England
15351364,SCULPT10 LABS LTD,active,"PARKER, Rebecca Dawn",director,Consultant,01/01/2024,British,United Kingdom
12901972,SDP TECHNOLOGIES LTD,active,"COGGIN, Simon",director,Company Director,24/09/2020,British,England
12901972,SDP TECHNOLOGIES LTD,active,"KERAI, Kiran",director,Electrical Engineer,28/05/2021,British,England
12901972,SDP TECHNOLOGIES LTD,active,"SPITZ, Daniel Jonathan",director,Company Director,24/09/2020,British,England
12029204,SEMPHOS LTD,active,"RANDHAWA, Inzamam Hamid",director,Self Employed,19/07/2021,Pakistani,Pakistan
12029204,SEMPHOS LTD,active,"RANDHAWA, Rizwan Hamid, Dr",director,Software Engineer,21/09/2025,Pakistani,Pakistan
12029204,SEMPHOS LTD,active,"RIZWAN, Maria",director,Self Employed,05/11/2022,Pakistani,Pakistan
12049288,SENTAI LTD,active,"BRIFFA, Philip Francis",director,Operations,15/08/2024,British,England
12049288,SENTAI LTD,active,"BRIMBLE, David Drury",director,Chief Financial Officer,06/03/2021,British,England
12049288,SENTAI LTD,active,"LOWE, Lynda",director,Marketing,15/08/2024,British,England
12049288,SENTAI LTD,active,"OTTO, Peter",director,Product Development,15/08/2024,British,England
12049288,SENTAI LTD,active,"SIVAKUMAR, Gowniyan",director,Company Director,25/08/2022,Indian,India
12049288,SENTAI LTD,active,"STATHAM, Paul Richard",director,Company Director,25/08/2022,British,England
11121788,SENTRY SL LTD,active,"ROBERTS, Stephen",director,Site Manager,21/12/2017,British,England
4349676,SERVICE IN MOTION LIMITED,active,"ABBOTT, John Mark",secretary,Director,09/01/2002,British,N/A
4349676,SERVICE IN MOTION LIMITED,active,"ABBOTT, John Mark",director,Director,09/01/2002,British,England
4349676,SERVICE IN MOTION LIMITED,active,"BETTS, Michael John",director,Director,09/01/2002,British,England
4349676,SERVICE IN MOTION LIMITED,active,"TURNER, Michael James",director,Software Engineer,09/01/2002,British,England
1494807,SHIRE CONTROLS LIMITED,active,"COUCHMAN, Ian Robin",secretary,N/A,,British,N/A
1494807,SHIRE CONTROLS LIMITED,active,"CASWELL, Clifford Alan Alfred",director,Electrical Engineer,,British,England
1494807,SHIRE CONTROLS LIMITED,active,"COUCHMAN, Ian Robin",director,Electrical Engineer,,British,England
1494807,SHIRE CONTROLS LIMITED,active,"GARDINER, Gregory James",director,Office Manager,13/09/2024,British,United Kingdom
1494807,SHIRE CONTROLS LIMITED,active,"HILL, Anthony Paul",director,Works Manager,13/09/2024,British,United Kingdom
5941066,SHORTWAVE UK LTD.,active,"KEMP, Duncan",director,Radio Communications,20/09/2006,British,England
SC493535,SHOT SCOPE TECHNOLOGIES LIMITED,active,"BARKER, Adam",director,Finance,31/03/2022,British,United Kingdom
SC493535,SHOT SCOPE TECHNOLOGIES LIMITED,active,"DAVIES, Evan Mervyn, Lord",director,Chairman,01/03/2024,British,England
SC493535,SHOT SCOPE TECHNOLOGIES LIMITED,active,"HUNTER, David",director,Sports Technology,16/12/2014,British,Scotland
SC493535,SHOT SCOPE TECHNOLOGIES LIMITED,active,"ROBINSON, Mark Edmund",director,Company Director,01/11/2022,British,Scotland
15169967,SHUUMY LABS LIMITED,active,"AYRES, John",secretary,N/A,27/09/2023,N/A,N/A
15169967,SHUUMY LABS LIMITED,active,"AYRES, John",director,Company Director,27/09/2023,English,England
15169967,SHUUMY LABS LIMITED,active,"STEELE, David John",director,Director,27/09/2023,British,United Kingdom
14853078,SIGNAL RESEARCH LTD,active,"TYLER, Neville Roy",director,Director,08/05/2023,British,England
9689576,SIGNAL WIZARD SYSTEMS LTD,active,"GAYDECKI, Patrick, Professor",director,Education,16/07/2015,British,England
9265569,SILICONDUST UK LIMITED,active,"KELSEY, Nicholas John",director,Systems Engineer,17/07/2020,American,United States
9265569,SILICONDUST UK LIMITED,active,"WILLIAMS, David John",director,Director,07/12/2015,British,United Kingdom
14178028,SILIS GROUP LTD,active,"CAWTHORNE, Andrew Peter",director,Sales Director,16/06/2022,British,France
14178028,SILIS GROUP LTD,active,"REES, John Christopher",director,Company Director,16/06/2022,British,England
14178028,SILIS GROUP LTD,active,"THOMAS, Matthew John",director,Director,16/06/2022,British,England
11280578,SILVER CUBE TECH LIMITED,active,"GU, Zhengyu",director,Director,28/03/2018,British,England
9945721,SIMULATOR LOGIC LTD,active,"EVETTS, John Owen Thornton",director,Company Director,11/01/2016,British,England
14457840,SIX WATTS LTD,active,"HEAVENS, Adam",director,Director,02/11/2022,British,United Kingdom
12007789,SKEERTECH LTD,active,"SKEER, Matthew",director,Company Director,21/05/2019,British,United Kingdom
12007789,SKEERTECH LTD,active,"SKEER, Uer-Aree, Dr",director,Consultant,17/08/2022,British,England
SC687535,SKY GMAC TECHNOLOGY LTD,active,"MACMILLAN, Grant Malcolm",director,Sales Manager,01/08/2022,British,United Kingdom
12538870,SKY-DRONES TECHNOLOGIES LTD,active,"SHILOV, Kirill",director,Director,30/03/2020,Russian,England
12958849,SKYLARXTECH LIMITED,active,"WEBB, Philip John",director,Company Director,19/10/2020,British,England
12958849,SKYLARXTECH LIMITED,active,"WEBB, Stuart Henry",director,Company Director,19/10/2020,British,England
4244048,SMAR-TECHNOLOGY LIMITED,active,"IDLE, Christopher",director,Electronics Engineer,30/06/2001,British,England
10442582,SMARKE LIMITED,active,"NOUR, Hady Abdel",director,Director,24/10/2016,Lebanese,Lebanon
10442582,SMARKE LIMITED,active,"YSSA, Charles Abousaid",director,Director,24/10/2016,Venezuelan,Lebanon
3410036,SMART RESEARCH LIMITED,active,"MACDONALD, Joy Michelle",secretary,General Manager,09/09/1997,British,N/A
3410036,SMART RESEARCH LIMITED,active,"SMART, Howard Alan Davidson",director,Electronics,09/09/1997,British,England
NI063740,SMYTH RESEARCH LIMITED,active,"ROBINSON, David Neil",secretary,N/A,21/03/2007,British,N/A
NI063740,SMYTH RESEARCH LIMITED,active,"SMYTH, Michael Henry Charles, Dr",director,Physicist,22/08/2017,British,Northern Ireland
NI063740,SMYTH RESEARCH LIMITED,active,"SMYTH, Stephen Malcolm Frederick, Dr",director,Electronic Engineer,21/03/2007,British,Northern Ireland
10880771,SNL DYNAMICS LIMITED,active,"KAMALI, Mohammad",director,Director,04/06/2020,British,England
14748336,SNOWFUNK LTD,active,"WILLIAMSON, Craig Alan",director,Company Director,22/03/2023,British,United Kingdom
14853967,SODAPOP LIMITED,active,"FIELD, Matt",director,Marketing Consultant,08/01/2025,British,United Kingdom
14853967,SODAPOP LIMITED,active,"GAWADE, Jeremy Anthony Traiton",director,Media Consultant,10/11/2023,British,England
14853967,SODAPOP LIMITED,active,"LIEN, Øystein",director,Entrepreneur,08/05/2023,Norwegian,Norway
14853967,SODAPOP LIMITED,active,"STROUD, David Owen",director,Company Director,08/01/2025,British,United Kingdom
13245672,SOHO SOUND SYSTEM LIMITED,active,"CHAPMAN, Glenn William",director,Company Director,04/03/2021,British,United Kingdom
15298609,SOLA CREATES LIMITED,active,"CONNOLLY-TAYLOR, Daniel Olushola",director,Director,21/11/2023,British,United Kingdom
14862011,SOLAR ELECTRICAL SECURITY LTD,active,"KANDOHLA, Jagjeet",director,Finance Director,11/05/2023,British,England
14862011,SOLAR ELECTRICAL SECURITY LTD,active,"SINGH, Balveer, Singh",director,Commercial Director,11/05/2023,British,England
11970478,SOLAR LOUNGE NORTHUMBRIA LIMITED,active,"RENWICK, Gavin",director,Director,30/04/2019,British,England
11970478,SOLAR LOUNGE NORTHUMBRIA LIMITED,active,"RENWICK, Stephen William",director,Director,30/04/2019,British,England
13075163,SOLAR SPIRIT LIMITED,active,"WEN, Shiyou",director,Company Director,10/12/2020,Chinese,China
7647438,SOLIS PRODUCTS LIMITED,active,"KEJEH, Ndubuisi",director,Director,25/05/2011,British,England
14221445,SOMVAI LIMITED,active,"HILLMAN, Sam Henry",director,Company Director,22/05/2023,British,England
14221445,SOMVAI LIMITED,active,"SPEEL, Stanley Praxiteles",director,Director,07/07/2022,British,United Kingdom
11761648,SONALUX LTD,active,"COSTABILE, Ian",director,Managing Director,11/01/2019,Italian,United Kingdom
11761648,SONALUX LTD,active,"VITTEAU, Benjamin",director,Co-Director,24/03/2023,French,England
8061896,SONIC DESIGNS LTD,active,"KALIGINA, Marina",director,Tutoring,01/11/2021,"British,Russian",England
13942226,SONOTU LTD,active,"CHMARA, Agnieszka Ewa",director,Manager - External Affairs,26/02/2024,Polish,England
13942226,SONOTU LTD,active,"MOORE, Julie, Dame",director,Chair Health Data Research Uk (Hdruk),01/10/2024,British,England
13942226,SONOTU LTD,active,"STOCKS, Nigel",director,Professor,25/02/2022,British,United Kingdom
13502495,SONOVA CONSUMER HEARING UK LIMITED,active,"TUCKER, Kimberley Ann",director,Managing Director,01/02/2024,English,England
7267883,SOUND CABLES LIMITED,active,"DOWELL, Adam",secretary,N/A,27/05/2010,N/A,N/A
7267883,SOUND CABLES LIMITED,active,"DOWELL, Adam",director,Company Director,27/05/2010,British,United Kingdom
13214360,SOUND CONTROL TECHNOLOGIES UK LIMITED,active,"NICE, Peter",director,Director,19/02/2021,British,England
7145691,SOUND FORESIGHT TECHNOLOGY LIMITED,active,"DAVIES, Julie Ann",director,Company Director,27/03/2017,British,England
1342898,SOUND LEISURE LIMITED,active,"BLACK, Michael",secretary,N/A,24/06/2024,N/A,N/A
1342898,SOUND LEISURE LIMITED,active,"BLACK, Alan James",director,Director,,British,England
1342898,SOUND LEISURE LIMITED,active,"BLACK, Christopher John",director,Director,19/11/2001,British,England
1342898,SOUND LEISURE LIMITED,active,"BLACK, Michael James",director,Director,01/07/2010,British,England
1342898,SOUND LEISURE LIMITED,active,"SMITHSON, David",director,Non Exec Director & Business Advisor,14/10/2021,British,England
6257588,SOUND MONKEYS LTD,active,"GILBERT, Angela Maria",secretary,N/A,05/10/2007,British,N/A
6257588,SOUND MONKEYS LTD,active,"GILBERT, Matthew Alan",director,Manager,05/10/2007,British,England
9044176,SOUNDING GOOD LTD,active,"MENCE, Andrew James",secretary,N/A,19/05/2014,N/A,N/A
9044176,SOUNDING GOOD LTD,active,"BATTERSBY, Nicholas Michael",director,Director,16/05/2014,British,United Kingdom
9044176,SOUNDING GOOD LTD,active,"DEAKIN-STEVENS, Lisa",director,Marketing Director,10/02/2015,British,England
9044176,SOUNDING GOOD LTD,active,"MENCE, Andrew James",director,Company Director,04/10/2018,British,England
13915200,SOUNDLAD LIVERPOOL LTD,active,"DUNN, Marc David",director,Company Director,14/02/2022,British,England
6629281,SOUNDS HEAVENLY LIMITED,active,"MARRIOTT, Lynn Ruth",secretary,Company Secretary,24/06/2008,British,N/A
6629281,SOUNDS HEAVENLY LIMITED,active,"BEADLE, Kevin John",director,Company Director,01/11/2023,British,England
6629281,SOUNDS HEAVENLY LIMITED,active,"MARRIOTT, Steven Brinley",director,Company Director,24/06/2008,British,England
9104585,SPEAKERTEC LTD,active,"KALYADIN, Alexander",director,Consultant,26/06/2014,British,United Kingdom
1550516,SPECIALIST ALARM SERVICES LIMITED,active,"HOGARTH, Paul",director,Production & Service Manager,23/05/2023,British,England
1550516,SPECIALIST ALARM SERVICES LIMITED,active,"KOOSE, Patrick",director,Director,25/02/2022,German,Germany
1550516,SPECIALIST ALARM SERVICES LIMITED,active,"MAMISCH, Tallal Charles, Dr",director,Director,25/02/2022,German,Germany
1550516,SPECIALIST ALARM SERVICES LIMITED,active,"MCLEAN, Andrew",director,Managing Director,23/05/2023,British,England
1550516,SPECIALIST ALARM SERVICES LIMITED,active,"TAYLOR, Christopher",director,Technical Director,23/05/2023,British,England
14901118,SPECTRUM  TECHNOLOGY LTD,active,"YESUDAS, Manav",secretary,N/A,29/05/2023,N/A,N/A
14901118,SPECTRUM  TECHNOLOGY LTD,active,"YESUDAS, Manav",director,Consultant,29/05/2023,British,United Kingdom
3888529,SPENDOR AUDIO SYSTEMS LIMITED,active,"JURY, Diane",secretary,N/A,05/11/2005,British,N/A
3888529,SPENDOR AUDIO SYSTEMS LIMITED,active,"AROTE, Purushottam Satu",director,Director,15/06/2023,Indian,England
3888529,SPENDOR AUDIO SYSTEMS LIMITED,active,"SHIRKE, Ajay Baburao",director,Executive Chairman,31/12/2007,British,England
3888529,SPENDOR AUDIO SYSTEMS LIMITED,active,"SWIFT, Philip Maurice",director,Manager And Consultant,03/12/1999,British,England
11372390,SPOTLESS AI LTD,active,"JAWAHARLAL, Kesavasankar",director,Chief Executive,21/05/2018,Indian,England
14246848,SSL CONSULTANCY SERVICES LIMITED,active,"LOWDEN, Sam",director,Director,20/07/2022,British,England
14246848,SSL CONSULTANCY SERVICES LIMITED,active,"LOWDEN, Samia",director,Director,01/05/2025,British,England
6594805,STAFFORDS ON STAGE LTD,active,"STAFFORD, Paul",secretary,N/A,15/05/2008,British,N/A
6594805,STAFFORDS ON STAGE LTD,active,"STAFFORD, Paul",director,Managing Director,15/05/2008,British,United Kingdom
896179,STAGE CONTROL LIMITED,active,"NEW, Ian Charles",secretary,N/A,,British,N/A
896179,STAGE CONTROL LIMITED,active,"JENKINS, David James",director,Sale Director Lighting Consultant,,British,England
896179,STAGE CONTROL LIMITED,active,"NEW, Ian Charles",director,Mechanical Engineer,,British,England
11974846,STAUBER TECHNIK LTD,active,"BARAN, Przemyslaw",director,Director,02/05/2019,Polish,England
7867173,STEADFAST AUTOMATION LTD,active,"EMERY, Angela Louise",director,Director,30/11/2013,British,United Kingdom
7867173,STEADFAST AUTOMATION LTD,active,"EMERY, Stephen Anthony",director,Managing Director,01/12/2011,British,United Kingdom
8352978,STEENSSEN LIMITED,active,EBS CORPORATE SERVICES LIMITED,corporate-secretary,N/A,09/01/2013,N/A,N/A
8352978,STEENSSEN LIMITED,active,"RICKMANN, Frederick William Milne",director,Company Director                                  ,09/01/2013,"British,Danish",Denmark
12564855,STEP DEEPER LTD,active,"CREEK, Luke",director,Professional Coach,20/04/2020,British,United Kingdom
12391792,STIX MINDFULNESS LTD,active,"MURPHY, John Peter",director,Director,08/01/2020,Irish,England
12391792,STIX MINDFULNESS LTD,active,"MURPHY, Liam Daniel",director,Director,08/01/2020,Irish,England
7629782,STONE JELLY LIMITED,active,"MULFORD, George Oliver",director,Product Designer,11/05/2011,British,England
3706409,STRAIGHT EDGE MANUFACTURING LTD.,active,"WILSON, Jane Anne",secretary,Director,02/02/1999,British,N/A
3706409,STRAIGHT EDGE MANUFACTURING LTD.,active,"WILSON, Ian Raydon",director,Director,02/02/1999,British,United Kingdom
3706409,STRAIGHT EDGE MANUFACTURING LTD.,active,"WILSON, Jane Anne",director,Director,02/02/1999,British,United Kingdom
6245659,STRETCH AUDIO LIMITED,active,"PRICE, Caleb Maynard",secretary,N/A,14/05/2007,British,N/A
6245659,STRETCH AUDIO LIMITED,active,"BLAIR, Fiona Evelyn Robina",director,University Researcher,14/05/2007,British,England
6245659,STRETCH AUDIO LIMITED,active,"PRICE, Caleb Maynard",director,Electronics Design Engineer,14/05/2007,British,England
10510481,STRONG TECHNOLOGY UK LTD,active,"HE, Xuan",director,Director,05/12/2016,Chinese,China
10510481,STRONG TECHNOLOGY UK LTD,active,"SHAOMO, Zhan",director,Company Director,28/04/2025,Chinese,China
10510481,STRONG TECHNOLOGY UK LTD,active,"ZHENG, Xuemin",director,Company Director,28/08/2025,Chinese,China
12973818,STUDIO SHAPE LIMITED,active,"SACHPEKIDIS, Michail",director,Company Director,26/10/2020,Greek,England
13531538,SUPERHUMAN KEYBOARDS LIMITED,active,"HUDSON, Samuel David",director,Managing Director,26/07/2021,British,England
14430130,SUPERLATIVE COLLECTIVE LTD,active,"KAAN, Kalim",director,Managing Director,19/10/2022,British,England
15780082,SURNAV LIMITED,active,"NIU, Hexiang",director,Director,15/06/2024,Chinese,England
9215323,SUTTON INSTRUMENTS LTD,active,"LOWSLEY, David",director,Company Director,28/10/2022,British,England
9215323,SUTTON INSTRUMENTS LTD,active,"LOWSLEY, Paul",director,Director,12/09/2014,British,United Kingdom
9440835,SWIFTMIGRATE LIMITED,active,"FIANDER, Robert Eric",director,Director,10/02/2025,British,United Kingdom
11418236,SWIMAR LTD,active,"BURTON, Alastair Austin",director,Certified Chartered Accountant,26/10/2021,British,Northern Ireland
11418236,SWIMAR LTD,active,"ELLIOTT-SWAN, Muchaneta Sekai",director,Company Director,26/10/2021,British,United Kingdom
6431903,SWIMOVATE LIMITED,active,"IRLAM, Lisa Jane",secretary,Director,20/11/2007,British,N/A
6431903,SWIMOVATE LIMITED,active,"IRLAM, James Christopher",director,Engineering Manager,20/11/2007,British,United Kingdom
6431903,SWIMOVATE LIMITED,active,"IRLAM, Lisa Jane",director,Director,20/11/2007,British,United Kingdom
8017680,SX IMAGING LIMITED,active,"HATTEY, Gillian Elizabeth",secretary,N/A,03/04/2012,N/A,N/A
8017680,SX IMAGING LIMITED,active,"HATTEY, Michael Andrew",director,Director,03/04/2012,British,England
10595966,SYMPHONY IN DESIGN LTD,active,"LASCAR, Dragos Vladimir",secretary,N/A,01/02/2017,N/A,N/A
10595966,SYMPHONY IN DESIGN LTD,active,"LASCAR, Dragos Vladimir",director,Ceo,01/02/2017,Romanian,United Kingdom
7929344,SYNTECHNICA LTD,active,"REILLY, Brian Patrick",director,Researcher,30/01/2012,British,England
9637707,T4TEC DISTRIBUTION UK LTD,active,"MAJITHIA, Dipesh",secretary,N/A,01/02/2022,N/A,N/A
9637707,T4TEC DISTRIBUTION UK LTD,active,"MAJITHIA, Dipesh",director,Director,15/06/2015,British,United Kingdom
10342220,TA PROGRAMMING LTD,active,"AVISS, Thea",director,Company Director,23/08/2016,British,England
