Company Number,Company Name,Company Status,Officer Name,Officer Role,Occupation,Appointed On,Nationality,Country of Residence
1898060,HYPERDRUG PHARMACEUTICALS LTD,active,"WATSON, Christine Jennifer",director,Co Director,,British,England
1898060,HYPERDRUG PHARMACEUTICALS LTD,active,"WATSON, Geoffrey Walton",director,Pharmacist,,British,England
1898060,HYPERDRUG PHARMACEUTICALS LTD,active,"WATSON, John Geoffrey Frederick",director,Sales Manager,01/01/1996,British,England
3914021,IMMUNOCLIN LIMITED,active,"BRAY, Jonathan Leslie",secretary,Company Secretary,10/12/2002,British,N/A
3914021,IMMUNOCLIN LIMITED,active,"BRAY, Dorothy Helen, Dr",director,Immunologist,10/12/2002,British,England
3914021,IMMUNOCLIN LIMITED,active,"BRAY, Jonathan Leslie",director,Company Secretary,04/10/2013,British,England
8777567,IMPERIAL WORLDWIDE LIMITED,active,"WAHID, Adnan",secretary,N/A,15/11/2013,N/A,N/A
8777567,IMPERIAL WORLDWIDE LIMITED,active,"WAHID, Adnan",director,Director,15/11/2013,British,England
11573751,IMPHATEC LTD,active,"CATT, James Peter",director,Director,17/09/2018,British,United Kingdom
11573751,IMPHATEC LTD,active,"MORAD, Hassan Oliver James, Dr",director,Lecturer In Immunology,17/09/2018,British,United Kingdom
13906909,INDOCO REMEDIES UK LIMITED,active,"BAMBOLKAR, Sundeep Vasant",director,Director,10/02/2022,Indian,United Kingdom
13906909,INDOCO REMEDIES UK LIMITED,active,"PANANDIKAR, Aditi Milind",director,Director,10/02/2022,Indian,United Kingdom
13906909,INDOCO REMEDIES UK LIMITED,active,"RAGHVANI, Govind Kanji",director,Director,10/02/2022,British,United Kingdom
11815300,INFIRST LIMITED,active,"LINDSELL, Philip Edmund",director,Chartered Accountant,08/02/2019,British,England
11815300,INFIRST LIMITED,active,"SCHESKE, Manfred",director,Company Director,08/10/2019,German,England
4004930,INFOHEALTH LIMITED,active,"PATEL, Amish",director,Pharmacist,08/06/2000,British,England
4004930,INFOHEALTH LIMITED,active,"PATEL, Rajive",director,Finance Director,03/10/2006,British,England
13723971,INK PHARMACEUTICAL SERVICES LTD,active,"AMOAH, Irene Naa Kordei",director,Pharmacist,04/11/2021,British,England
13723971,INK PHARMACEUTICAL SERVICES LTD,active,"AMOAH, Ransford",director,Teacher,04/11/2021,British,England
12106982,INNOPEUTICS LTD,active,"NOURANI, Mehran",director,Director,17/07/2019,Canadian,United Kingdom
10842035,INTAPHARM LABORATORIES LIMITED,active,"MURADI, Mehdi",director,Director,29/06/2017,British,United Arab Emirates
7112415,INTEGRATED PHARMACEUTICAL SERVICES (IPS) LIMITED,active,"PATEL, Ashokkumar",secretary,N/A,30/04/2010,British,N/A
7112415,INTEGRATED PHARMACEUTICAL SERVICES (IPS) LIMITED,active,"DUTTA, Soimitra Tony",director,Chief Executive,27/09/2018,British,England
7112415,INTEGRATED PHARMACEUTICAL SERVICES (IPS) LIMITED,active,"PATANI, Vishal",director,Finance Director,27/09/2018,British,United Kingdom
7112415,INTEGRATED PHARMACEUTICAL SERVICES (IPS) LIMITED,active,"PATEL, Ashokkumar Dahyabhai",director,Pharmacist,30/04/2010,British,United Kingdom
12085418,INTERNATIONAL BIOPHARMA LIMITED,active,"ELHAWY, Nourhan Ibrahim Fahmy",director,Director,04/07/2019,Egyptian,England
3200055,INTERVET UK PRODUCTION LIMITED,active,"CAN TEMUCIN, Ebru",director,Company Director,05/07/2018,Turkish,United Kingdom
3200055,INTERVET UK PRODUCTION LIMITED,active,"LANZ CANDURIN, Helene Tatiana",director,Avp Managing Director,01/08/2024,Venezuelan,England
3200055,INTERVET UK PRODUCTION LIMITED,active,"LITVIN, Dionna Kathleen",director,Lawyer,31/10/2023,American,United Kingdom
10144247,INVICTUS R&D LTD,active,"VAGHJIANI, Hitesh Govind",director,Pharmacist,25/04/2016,British,England
SC586903,INVIZIUS LIMITED,active,MBM SECRETARIAL SERVICES LIMITED,corporate-secretary,N/A,26/01/2018,N/A,N/A
SC586903,INVIZIUS LIMITED,active,"CONNER, Joseph, Dr",director,Chief Scientific Officer,01/09/2025,British,United Kingdom
SC586903,INVIZIUS LIMITED,active,"NICOLSON, Donald Magnus, Dr",director,Company Director,03/04/2018,Scottish,Scotland
SC586903,INVIZIUS LIMITED,active,MERCIA FUND MANAGEMENT (NOMINEES) LIMITED,corporate-director,N/A,06/07/2023,N/A,N/A
14607528,IOVANCE BIOTHERAPEUTICS UK LTD,active,"ROCHE, Corleen Marie",director,"Cfo - Iovance Biotherapeutics, Inc.",06/08/2025,American,United States
14607528,IOVANCE BIOTHERAPEUTICS UK LTD,active,"VOGT, Frederick",director,Business Executive And Attorney,20/01/2023,American,United States
4951981,IPCA LABORATORIES UK LIMITED,active,"LANE, Nathan Vincent",secretary,N/A,23/03/2012,N/A,N/A
4951981,IPCA LABORATORIES UK LIMITED,active,"JAIN, Manish",director,Vice President - Business Development,09/08/2017,Indian,India
9277923,IPSCO LIMITED,active,"AGARWAL, Sandeep",director,Director,01/07/2025,British,England
9277923,IPSCO LIMITED,active,"COOK, Grahame David",director,Company Director,14/04/2023,British,England
9277923,IPSCO LIMITED,active,"DUTTA, Soimitra Tony",director,Chief Executive,27/09/2018,British,England
9277923,IPSCO LIMITED,active,"PARKER, James, Dr",director,Chairman,01/05/2019,British,England
9277923,IPSCO LIMITED,active,"PATANI, Vishal",director,Finance Director,27/09/2018,British,United Kingdom
9277923,IPSCO LIMITED,active,"PATEL, Ashokkumar Dahyabhai",director,Pharmacist,23/10/2014,British,United Kingdom
NI657429,IRISH HEMP BRIQUETTES LTD,active,"CORBY, Padraig",director,Director,28/11/2018,Irish,Ireland
7802238,ISCA BIOCHEMICALS LIMITED,active,"CRAWFORD, Duncan John Knox, Dr",director,Director,24/07/2020,British,England
7802238,ISCA BIOCHEMICALS LIMITED,active,"RUSH, Clifford Peter",director,Biochemist,07/10/2011,British,England
7802238,ISCA BIOCHEMICALS LIMITED,active,"WEBB, Sean Edwin Leonard George",director,None,16/05/2012,British,England
12401166,ISHA'S LOCUM SERVICES LIMITED,active,"MOHAN, Isha",director,Pharmicist,13/01/2020,British,United Kingdom
1029805,J.L.BRAGG (IPSWICH) LIMITED,active,"BRIGGS, John",secretary,Director,17/01/2007,British,N/A
1029805,J.L.BRAGG (IPSWICH) LIMITED,active,"BRIGGS, John Albert",director,Director,17/01/2007,British,England
1029805,J.L.BRAGG (IPSWICH) LIMITED,active,"BRIGGS, Vanessa",director,Director,17/01/2007,British,England
1027904,JANSSEN-CILAG LIMITED,active,"ANDERSON, Shelagh Mary",director,Regulatory Affairs Director,15/12/2015,British,England
1027904,JANSSEN-CILAG LIMITED,active,"BEKKER, Rozlyn",director,Managing Director,29/03/2023,"British,South African",England
1027904,JANSSEN-CILAG LIMITED,active,"DRAPER, Charlotte",director,"Country Head, Uk Clinical Operations",30/09/2024,English,England
1027904,JANSSEN-CILAG LIMITED,active,"FLEMING, John David, Dr",director,Pharmaceutical Physician,15/03/2024,British,England
1027904,JANSSEN-CILAG LIMITED,active,"GEELAN, David",director,Finance Director,10/06/2022,Irish,Ireland
1027904,JANSSEN-CILAG LIMITED,active,"ILBERT, Robin John",director,Commercial Portfolio Director,01/01/2020,British,England
14703843,JASNEY LIMITED,active,"ANYAEGBUNA, Mark Nnaemeka",director,Chief Executive,03/03/2023,British,England
14703843,JASNEY LIMITED,active,"ANYAEGBUNA, Vivian Nnaeka",director,Accountant,03/03/2023,British,England
3704998,JAZZ PHARMACEUTICALS OPERATIONS UK LIMITED,active,"PATEL, Alkesh",secretary,N/A,03/04/2024,N/A,N/A
3704998,JAZZ PHARMACEUTICALS OPERATIONS UK LIMITED,active,"FLANAGAN, Amanda",director,"Svp, Head Of Europe & International",01/10/2024,Irish,England
3704998,JAZZ PHARMACEUTICALS OPERATIONS UK LIMITED,active,"MARCHETTI, Luca Giacomo",director,General Manager,28/04/2023,Italian,England
3704998,JAZZ PHARMACEUTICALS OPERATIONS UK LIMITED,active,"SPACKMAN, David James",director,Head Of Marketing Eur/Int  Europe & International,13/01/2023,British,England
8477790,JELA PHARM LIMITED,active,"TAYUB, Romin",director,Pharmacist,08/04/2013,British,United Kingdom
7451466,JGPSK LIMITED,active,"SINGH HEER, Jasbinder",director,Pharmacist,25/11/2010,British,United Kingdom
15763076,JOCELYN BURR CONSULTANCY LTD,active,"BURR, Jocelyn Frances Holbrook",director,Project Manager,05/06/2024,British,United Kingdom
13890934,KARIMI PHARMA LTD,active,"KARIMI, Farhad",director,Pharmacist,27/02/2022,British,United Kingdom
SC304364,KEE LOGIC LIMITED,active,"MARSHALL, Alison",secretary,N/A,22/06/2006,British,N/A
SC304364,KEE LOGIC LIMITED,active,"MARSHALL, Robert",director,Company Director,22/06/2006,British,Scotland
2055784,KEY ORGANICS LIMITED,active,"CAREY, Benjamin",director,Director,05/02/2025,British,England
2055784,KEY ORGANICS LIMITED,active,"CAREY, Joseph, Dr",director,Managing Director,01/08/2012,British,England
2055784,KEY ORGANICS LIMITED,active,"CAREY, Maria",director,Director,05/02/2025,Slovak,England
2055784,KEY ORGANICS LIMITED,active,"CAREY, Thomas",director,Director,05/02/2025,British,England
13604104,KINASET THERAPEUTICS LTD,active,"CLARKE, Robert",director,Chief Executive Officer,06/09/2021,American,United States
13604104,KINASET THERAPEUTICS LTD,active,"MORGAN, Frazer Giles",director,Chief Development Office,06/09/2021,British,United Kingdom
13477624,KINGYORK GROUP LIMITED,active,"MADI, Haitham Milood",secretary,N/A,02/09/2025,N/A,N/A
13477624,KINGYORK GROUP LIMITED,active,"AZAWALI, Ammar Ramadan Ammar, Dr",director,Doctor,25/06/2021,Libyan,Libya
5541982,KOASTA LIMITED,active,"RAZA, Muhammad Nazim",director,None,31/05/2019,British,England
4081241,KOWA PHARMACEUTICAL EUROPE CO. LTD.,active,LDC NOMINEE SECRETARY LIMITED,corporate-secretary,N/A,01/02/2021,N/A,N/A
4081241,KOWA PHARMACEUTICAL EUROPE CO. LTD.,active,"EDAMATSU, Tadashi",director,Director,14/07/2025,Japanese,Japan
4081241,KOWA PHARMACEUTICAL EUROPE CO. LTD.,active,"KANDA, Toshio",director,Director,01/07/2020,Japanese,Germany
4081241,KOWA PHARMACEUTICAL EUROPE CO. LTD.,active,"KANEZASHI, Yoshihisa",director,Chief Executive Officer,16/08/2023,Japanese,Switzerland
4081241,KOWA PHARMACEUTICAL EUROPE CO. LTD.,active,"KAWAGOE, Junichi",director,Director,14/07/2025,Japanese,Japan
4081241,KOWA PHARMACEUTICAL EUROPE CO. LTD.,active,"SHIGENAKA, Masataka",director,"European Alliance Director, Finance Controller",01/10/2024,Japanese,United Kingdom
2957012,LAB 21 HEALTHCARE LIMITED,active,"GIBSON, Steven Michael",director,Director,20/09/2023,British,England
13801072,LACOLINA PHARMA LTD,active,"ABDO, Mohammed, Mr.",director,Director,14/12/2021,Egyptian,United Arab Emirates
3245063,LANGDALES LIMITED,active,"SUTHERLAND, George Mitchell",director,Managing Director,06/09/1996,British,England
3245063,LANGDALES LIMITED,active,"SUTHERLAND, Sheena",director,Director,18/08/2010,British,England
13866538,LANT MEDICAL LTD,active,"LANT, Joanne",director,Researcher,24/01/2022,British,England
10079067,LAUREN TANG LTD,active,"TANG, Lauren Alexandra",director,Company Director,22/03/2016,British,England
SC778631,LEUNG AND CHAU LTD,active,"CHAU, Wing Sze",director,Consultant,10/08/2023,Chinese,United Kingdom
SC778631,LEUNG AND CHAU LTD,active,"LEUNG, Ming Hong",director,Consultant,10/08/2023,Chinese,United Kingdom
10389194,LIBERTY HERBAL TECHNOLOGIES LIMITED,active,"RUCKER, Simon Charles Hamilton",director,Company Director,14/03/2017,British,United Kingdom
10389194,LIBERTY HERBAL TECHNOLOGIES LIMITED,active,"VENTURA, Domenico",director,Businessman,14/03/2017,British,England
4824675,LIFE MOLECULAR IMAGING LIMITED,active,"MARKISON, Brian",director,Chief Executive,21/07/2025,American,United States
4824675,LIFE MOLECULAR IMAGING LIMITED,active,"MARSHALL, JR, Robert J",director,Chief Financial Officer,21/07/2025,American,United States
4824675,LIFE MOLECULAR IMAGING LIMITED,active,"NIEDZWIECKI, Daniel",director,"General Counsel, Chief Administrative Officer",21/07/2025,American,United States
6838410,LIFE ON HEALTHCARE LTD,active,"GUDIPATI, Srinivas",director,Businessman,01/02/2016,British,United Kingdom
6838410,LIFE ON HEALTHCARE LTD,active,"KRISHNA, Ganesh",director,Business Person,05/03/2009,British,England
13003609,LIFE TESTING SOLUTIONS LIMITED,active,"LEY, Zoe",director,Company Director,09/11/2020,British,United Kingdom
2600483,LIGAND UK DEVELOPMENT LIMITED,active,VISTRA COSEC LIMITED,corporate-secretary,N/A,04/04/2024,N/A,N/A
2600483,LIGAND UK DEVELOPMENT LIMITED,active,"DAVIS, Todd Christopher",director,Chief Executive Officer,05/12/2022,American,United States
2600483,LIGAND UK DEVELOPMENT LIMITED,active,"ESPINOZA, Octavio",director,Chief Financial Officer,01/11/2022,American,United States
2600483,LIGAND UK DEVELOPMENT LIMITED,active,"REARDON, Andrew Thomas",director,Chief Legal Officer,01/11/2022,American,United States
13423258,LINUS PHARMA LTD,active,"KAYALAR, Hicran Gulen",director,Company Director,26/05/2021,Turkish,England
3688753,LISOMA INTERNATIONAL LIMITED,active,"ASPINALL NESSLING, Kevin Lee",director,Company Director,21/10/2020,British,England
11488309,LIVBIO LIMITED,active,"SODEVALL-TAKENOSHITA, Inger Maria Therese",director,Director,06/04/2023,Swedish,England
11488309,LIVBIO LIMITED,active,"TAKENOSHITA, Takashi",director,Company Director,27/07/2018,Japanese,United Kingdom
13133580,LM VENTURE CAPITAL LTD,active,"STORNATI, Emanuele",director,Company Director,19/01/2024,Italian,Italy
7529075,LMP (UK) LIMITED,active,"BROSCHE, Glenn Alex",director,Director,14/02/2011,American,United States
7529075,LMP (UK) LIMITED,active,"BUCKLEY, Patrick Michael",director,Director,09/05/2024,American,United States
7529075,LMP (UK) LIMITED,active,"THAIN, Andrew Robert",director,Director,14/02/2011,British,United Kingdom
SC372375,LOCHVIEW PHARM LTD.,active,"AKBAR, Ruksana",secretary,N/A,04/02/2010,British,N/A
SC372375,LOCHVIEW PHARM LTD.,active,"AKBAR, Rukhsana",director,Tax Officer/Manager,04/02/2010,British,England
SC372375,LOCHVIEW PHARM LTD.,active,"YAQOOB, Isma",director,Pharmacy & Healthcare,04/02/2010,British,Scotland
9482452,LONDON PHARMA CAPITAL LIMITED,active,"BERKES, Ivan",director,Director,10/03/2015,Slovak,United Kingdom
4315433,LPC MEDICAL (UK) LIMITED,active,"WARING, Ian David",secretary,N/A,17/12/2001,British,N/A
4315433,LPC MEDICAL (UK) LIMITED,active,"BUTTER, Satnam Singh",director,Pharmacist,01/07/2002,British,United Kingdom
4315433,LPC MEDICAL (UK) LIMITED,active,"DHARAMSHI, Shirazali Sharif",director,Company Director,27/06/2015,British,United Kingdom
4315433,LPC MEDICAL (UK) LIMITED,active,"TEJANI, Amirali Sharif",director,Director,17/12/2001,British,United Kingdom
4315433,LPC MEDICAL (UK) LIMITED,active,"TEJANI, Karim Sharif",director,Director,01/07/2002,British,United Kingdom
4315433,LPC MEDICAL (UK) LIMITED,active,"TEJANI, Nazirally Sharif",director,Company Director,06/07/2015,British,United Kingdom
4315433,LPC MEDICAL (UK) LIMITED,active,"TEJANI, Salimbhai Sharif",director,Director,17/12/2001,British,United Kingdom
6570252,M D M HEALTHCARE LTD,active,"BRACEY, Daniel",director,Director,10/05/2008,British,England
6570252,M D M HEALTHCARE LTD,active,"FRITZE, Marcus",director,Director,10/05/2008,German,Germany
6570252,M D M HEALTHCARE LTD,active,"HUELSBECK, Marco Wolfgang",director,Director,10/05/2008,German,Germany
7881904,M V LOCUMS LIMITED,active,"VERMA, Mahesh Kumar",director,Director,14/12/2011,British,England
12639809,MADINAT LIMITED,active,"TAYUB, Romin",director,Pharmacist,02/06/2020,British,United Kingdom
13023787,MAITRI ARTHA SHASTRA LIMITED,active,"JAYAWICKRAMA GUNAWARDENA, Mahasen",director,Tech Entrepreneur,16/11/2020,British,United Kingdom
3254007,MANX PHARMA LTD,active,"TAYLOR, Laurence Dudley",secretary,N/A,09/02/2015,British,N/A
3254007,MANX PHARMA LTD,active,"TAYLOR, Laurence Dudley",director,Marketing Executive,26/07/2019,British,England
3254007,MANX PHARMA LTD,active,"TAYLOR, Simone Elizabeth",director,Director,01/08/2001,British,England
6456010,MARK AZIZ LIMITED,active,"AZIZ, Andrew",secretary,N/A,18/12/2007,British,N/A
6456010,MARK AZIZ LIMITED,active,"AZIZ, Mark",director,Pharmacist,18/12/2007,British,United Kingdom
1856573,MASTERS PHARMACEUTICALS LIMITED,active,IRWIN MITCHELL SECRETARIES LIMITED,corporate-secretary,N/A,24/02/2011,N/A,N/A
1856573,MASTERS PHARMACEUTICALS LIMITED,active,"CLARKE, Simon Owen",director,Accountant,01/02/2022,British,United Kingdom
1856573,MASTERS PHARMACEUTICALS LIMITED,active,"GOLDFARB, Robert Ira",director,Attorney,31/05/2023,American,United States
1856573,MASTERS PHARMACEUTICALS LIMITED,active,"MASTERS, Suzad",director,Director,05/06/2017,British,United Kingdom
1856573,MASTERS PHARMACEUTICALS LIMITED,active,"MASTERS, Zain",director,Vice President,27/06/2022,British,United States
1856573,MASTERS PHARMACEUTICALS LIMITED,active,"MASTERS, Zulfikar",director,Chairman,,British,Switzerland
5349119,MC2 THERAPEUTICS LIMITED,active,"HILTON, Tim",secretary,N/A,19/12/2024,N/A,N/A
5349119,MC2 THERAPEUTICS LIMITED,active,"CLAUSEN, Mads Jorgen Nohr",director,Engineer,25/06/2008,Danish,Denmark
5349119,MC2 THERAPEUTICS LIMITED,active,"MIKKELSEN, Tomas Dahl",director,Director,22/12/2022,Danish,Denmark
12722006,MED X PHARMA TECH UK LIMITED,active,"CHERUPARAMBIL MATHEW, Anoop",director,Ceo,06/07/2020,Indian,India
12722006,MED X PHARMA TECH UK LIMITED,active,"VARGHESE, Mathew",director,Entrepreneur,06/07/2020,Indian,India
13383526,MEDCANN PHARMA LTD,active,"DAVE, Nimesh",director,Accountant Clerk,10/05/2021,British,United Kingdom
13383526,MEDCANN PHARMA LTD,active,"JANI, Rishi",director,Pharmacist,07/06/2021,British,United Kingdom
11376435,MEDELLUX LTD,active,"AL-TAAN, Zakaria",director,Mr,22/05/2018,British,Wales
13114706,MEDICINES PROFESSIONALS LTD,active,"MUKOKO, Tendekai Joseph",director,Director,05/01/2021,British,England
2262895,MEDICOL LIMITED,active,"RAHMAN, Mahammed Usmaan Hanif",director,Director,01/05/2018,British,England
2262895,MEDICOL LIMITED,active,"RAHMAN, Mahammed Armaan Hanif",director,Director,01/05/2018,British,United Kingdom
2262895,MEDICOL LIMITED,active,"RAHMAN, Mahommed Hanif",director,Consultant,01/03/2009,British,England
4977601,MEDLOCK MEDICAL LIMITED,active,"DICKINSON, Mark Robert",secretary,N/A,07/06/2022,N/A,N/A
4977601,MEDLOCK MEDICAL LIMITED,active,"BIDDLE, Christopher Allan",director,Manufacturing Director,30/04/2023,British,United Kingdom
4977601,MEDLOCK MEDICAL LIMITED,active,"BUTLER, David James",director,Manufacturing Director,22/05/2023,Irish,Ireland
4977601,MEDLOCK MEDICAL LIMITED,active,"KOHVAKKA, Jaana Maarit",director,Finance Director,07/06/2022,Finnish,Finland
12339971,MEDUCAN LIMITED,active,"DIX, Jonathan",secretary,N/A,18/02/2021,N/A,N/A
12339971,MEDUCAN LIMITED,active,"DIX, Jonathan James",director,Company Director,10/01/2022,British,Wales
12339971,MEDUCAN LIMITED,active,"NICOL, Scott James",director,Company Director,01/04/2022,British,England
12339971,MEDUCAN LIMITED,active,"RICHARDS, Andrew Parry",director,Director,10/12/2024,Welsh,United Kingdom
12339971,MEDUCAN LIMITED,active,"RUTHERFORD, David",director,Director,20/01/2025,Scottish,Scotland
12339971,MEDUCAN LIMITED,active,"SADLER, Ryan",director,Company Director,12/04/2025,British,Wales
12339971,MEDUCAN LIMITED,active,"SANDERS, Malcolm",director,Director,29/11/2019,British,Wales
13692957,MESOX LTD,active,"AL-KHATTAWI, Ali, Dr",director,Chief Executive,20/10/2021,British,England
11643516,MICROFLUIDX LTD,active,"ESPINET, Antoine Jean, Dr.",director,Chief Executive,25/10/2018,French,England
11643516,MICROFLUIDX LTD,active,"GENTILE, Joseph",director,Company Director,04/07/2023,American,United States
11643516,MICROFLUIDX LTD,active,"SHORTLAND, Charles Henry Grant",director,Investment Director,01/04/2020,British,England
11643516,MICROFLUIDX LTD,active,"SPINK, Katharine, Dr",director,Managing Partner,15/03/2022,American,United States
11643516,MICROFLUIDX LTD,active,"TODD, Rebecca Thirza, Dr",director,Investment Director,09/04/2020,British,England
3797261,MICROSENSDX LIMITED,active,"DOOLEY, Debra Ann",director,Director,25/05/2019,British,England
3797261,MICROSENSDX LIMITED,active,"FITZGERALD, Michael Edward",director,Director,06/04/2020,Australian,England
3797261,MICROSENSDX LIMITED,active,"WALKER, Simon Mark, Dr",director,Director,22/02/2023,British,England
14067292,MKB BIOPHARMA HOLDINGS LTD,active,"CHRISTEN, Markus Andreas",director,Director,06/07/2022,Swiss,Switzerland
14067292,MKB BIOPHARMA HOLDINGS LTD,active,"DRAGO, Daniela, Dr",director,Consultant,17/02/2023,Italian,United States
14067292,MKB BIOPHARMA HOLDINGS LTD,active,"GROENENDIJK, Richard Jacobus Maarten Cornelis",director,Director,06/07/2022,Dutch,Switzerland
14067292,MKB BIOPHARMA HOLDINGS LTD,active,"NKU MOKABO, Boris",director,Founding Principal & Ceo,25/04/2022,French,France
14067292,MKB BIOPHARMA HOLDINGS LTD,active,"PALMER, Paul Robin",director,Director,06/07/2022,British,United Kingdom
14067292,MKB BIOPHARMA HOLDINGS LTD,active,"SARVANTO, Kari",director,Entrepreneur,17/02/2023,Finnish,Switzerland
14200882,MODERNA BIOTECH MANUFACTURING UK LTD,active,"SANDSTROM, Brian Taylor",secretary,N/A,28/06/2022,N/A,N/A
14200882,MODERNA BIOTECH MANUFACTURING UK LTD,active,BROUGHTON SECRETARIES LIMITED,corporate-secretary,N/A,28/06/2022,N/A,N/A
14200882,MODERNA BIOTECH MANUFACTURING UK LTD,active,"LARKIN, Jed Davidson",director,"Senior Vice President, Tax",10/06/2024,American,United States
14200882,MODERNA BIOTECH MANUFACTURING UK LTD,active,"SANDSTROM, Brian Taylor",director,Attorney,28/06/2022,American,United States
13185119,MONISOLA LTD,active,"AJUMOBI, Monisola",director,Director,08/02/2021,British,United Kingdom
4179047,MORNINGSIDE HEALTHCARE LIMITED,active,HP SECRETARIAL SERVICES LIMITED,corporate-secretary,N/A,09/02/2023,N/A,N/A
4179047,MORNINGSIDE HEALTHCARE LIMITED,active,"BRADY, Timothy James",director,Director,01/12/2021,British,United Kingdom
4179047,MORNINGSIDE HEALTHCARE LIMITED,active,"BUCKLEY, Gary David",director,Chief Financial Officer,06/07/2023,British,England
4179047,MORNINGSIDE HEALTHCARE LIMITED,active,"CONDON, Richard Michael",director,Director,30/09/2022,British,England
4179047,MORNINGSIDE HEALTHCARE LIMITED,active,"FUNG, Clifford Roy",director,Accountant,01/12/2021,British,England
4179047,MORNINGSIDE HEALTHCARE LIMITED,active,"MAY, Jonathan Charles",director,Chief Operating Officer,06/07/2023,British,England
2672877,MORNINGSIDE PHARMACEUTICALS LIMITED,active,HP SECRETARIAL SERVICES LIMITED,corporate-secretary,N/A,09/02/2023,N/A,N/A
2672877,MORNINGSIDE PHARMACEUTICALS LIMITED,active,"BRADY, Timothy James",director,Director,01/12/2021,British,United Kingdom
2672877,MORNINGSIDE PHARMACEUTICALS LIMITED,active,"BUCKLEY, Gary David",director,Chief Financial Officer,06/07/2023,British,England
2672877,MORNINGSIDE PHARMACEUTICALS LIMITED,active,"CONDON, Richard Michael",director,Director,30/09/2022,British,England
2672877,MORNINGSIDE PHARMACEUTICALS LIMITED,active,"FUNG, Clifford Roy",director,Accountant,01/12/2021,British,England
2672877,MORNINGSIDE PHARMACEUTICALS LIMITED,active,"MAY, Jonathan Charles",director,Chief Operating Officer,06/07/2023,British,England
14606517,MOVE IT TO CLOUD LIMITED,active,"VELADZIC, Almir",director,It Consultant,20/01/2023,British,England
12612095,NANDAN THERAPEUTICS LTD,active,"VEMURI, Venu Madhav",director,Director,19/05/2020,British,United Kingdom
4371441,NANOPHARM LIMITED,active,"PEARSON, Douglas John",secretary,N/A,05/06/2019,N/A,N/A
4371441,NANOPHARM LIMITED,active,"BROUET, Guillaume",director,Director,05/06/2019,French,France
4371441,NANOPHARM LIMITED,active,"ROWE-JOSEPH, Gwenaelle",director,Director,05/06/2019,French,France
11920817,NAOTA KABAF GLOBAL VENTURES LTD,active,"MAJIYAGBE, Qudus Abayomi",director,Managing Partner,02/04/2019,American,England
884285,NAPP PHARMACEUTICAL GROUP LIMITED,active,"JAMIESON, Stephen Johan",director,Accountant,22/02/2019,British,United Kingdom
884285,NAPP PHARMACEUTICAL GROUP LIMITED,active,"LEA, Bryan George",director,General Counsel,01/01/2020,British,England
3486244,NAPP PHARMACEUTICAL HOLDINGS LIMITED,active,"JAMIESON, Stephen Johan",director,Accountant,22/02/2019,British,United Kingdom
3486244,NAPP PHARMACEUTICAL HOLDINGS LIMITED,active,"LEA, Bryan George",director,General Counsel,01/01/2020,British,England
14798854,NATURAL HEALTH GARDEN LTD,active,"HALUSHKO, Andrii",director,Company Director,13/04/2023,Ukrainian,England
3299530,NATURAL WAY LIMITED,active,"DAVIS, Brennig Jonathan Bryan",secretary,Engineering,07/01/1997,British,N/A
3299530,NATURAL WAY LIMITED,active,"DAVIS, Brennig Jonathan Bryan",director,Engineering,07/01/1997,British,England
3299530,NATURAL WAY LIMITED,active,"DAVIS, Rosemary Jane",director,Finance Director,07/01/1997,British,England
3299530,NATURAL WAY LIMITED,active,"DAVIS, Walter Bryan, Dr",director,Consultant,07/01/1997,British,United Kingdom
NI020533,NATURELLE CONSUMER PRODUCTS LIMITED,active,"BRADLEY, Gabriel Ian",secretary,N/A,29/05/1987,Irish,N/A
NI020533,NATURELLE CONSUMER PRODUCTS LIMITED,active,"BRADLEY, Gabriel Ian",director,Co Director,29/05/1987,Irish,Northern Ireland
NI020533,NATURELLE CONSUMER PRODUCTS LIMITED,active,"LOGUE, Kathleen",director,Operations Director,02/01/2002,Irish,N/A
14011153,NC BEAUTY CONSULTING LTD,active,"COLLINS, Nadia",director,Consultant,29/03/2022,French,England
8273797,ND PHARMA & BIOTECH LTD,active,"AMBOADE, María Belén",secretary,N/A,08/06/2022,N/A,N/A
8273797,ND PHARMA & BIOTECH LTD,active,"LOPEZ, Jose Manuel, Dr.",director,Consultant,01/12/2018,Spanish,England
13947300,NEODERMA PHARMA LIMITED,active,"CLARKE, John Milne",director,Director,01/03/2022,British,United Kingdom
13947300,NEODERMA PHARMA LIMITED,active,"DAVIS, Adrian, Dr",director,Director,01/03/2022,British,United Kingdom
12513244,NEURALEAF BIOPHARMACEUTICALS LTD,active,"ADIA, Zuhayr",director,Student,12/03/2020,British,United Kingdom
14461527,NEURENTIS PLC,active,"WHALLEY, Valerie Elizabeth",secretary,N/A,04/11/2022,N/A,N/A
14461527,NEURENTIS PLC,active,"DIMITRIOU, Dimitri",director,Director,23/01/2023,British,England
14461527,NEURENTIS PLC,active,"MERY, Stephane Robert Georges, Dr",director,Director,23/01/2023,French,England
14461527,NEURENTIS PLC,active,"PREMI, Bijoy Kumar",director,Director,04/11/2022,British,United Kingdom
13441054,NEURONE LIMITED,active,"GEORGE, Adam David",director,Company Director,07/06/2021,British,England
13441054,NEURONE LIMITED,active,"HAYES, Christopher, Dr",director,Lawyer,09/08/2023,"British,Irish",United Kingdom
